gene_id	type	gene_type	gene_name	seqnames	logFC	AveExpr	t	P.Value	adj.P.Val	B
LINC01123	ENSG00000204588.5	gene	lincRNA	LINC01123	chr2	-0.723125458713886	2.9481208123774	-5.97858681673381	1.07479988276573e-08	1.7203869176112e-06	9.58500345272092
FSTL4	ENSG00000053108.16	gene	protein_coding	FSTL4	chr5	-0.640783475663886	1.56089652437347	-5.98244551823925	1.05354655813392e-08	1.70885251729322e-06	9.58446707164353
TMEM52B	ENSG00000165685.8	gene	protein_coding	TMEM52B	chr12	-0.560312124582116	1.58552837033295	-5.97899575922354	1.07252772585382e-08	1.7203869176112e-06	9.56150539622439
RPP14	ENSG00000163684.11	gene	protein_coding	RPP14	chr3	-0.249564343234106	3.61532748175274	-5.96915705733818	1.12852063725301e-08	1.79456909178861e-06	9.53534987773672
MYOM2	ENSG00000036448.9	gene	protein_coding	MYOM2	chr8	-0.47002184769682	3.2025075932277	-5.9645145199437	1.15592620905742e-08	1.82621329002384e-06	9.52064023468102
TF	ENSG00000091513.14	gene	protein_coding	TF	chr3	1.09729390357436	9.69111661808654	5.96079128075713	1.17837501095086e-08	1.84966864622158e-06	9.50506858698754
CTB-25B13.5	ENSG00000268798.1	gene	lincRNA	CTB-25B13.5	chr19	-0.420694987917461	1.87873027891467	-5.95830941391971	1.19357567236135e-08	1.86151898131741e-06	9.4714489283894
RP11-662M24.2	ENSG00000256725.1	gene	lincRNA	RP11-662M24.2	chr12	-0.668613178048912	2.11690851118626	-5.95155677774519	1.23591200166253e-08	1.89117855348739e-06	9.45952330428712
SPAG5-AS1	ENSG00000227543.4	gene	processed_transcript	SPAG5-AS1	chr17	-0.376621986198902	1.81430486189034	-5.95427743905259	1.21868055062001e-08	1.87661378459398e-06	9.44892342568605
AC018647.3	ENSG00000227544.8	gene	lincRNA	AC018647.3	chr7	0.910731983060926	5.47165197743356	5.95451353801493	1.21719634722496e-08	1.87661378459398e-06	9.44763201842176
C20orf203	ENSG00000198547.8	gene	lincRNA	C20orf203	chr20	-0.458976746441933	1.97045026272951	-5.94688355918619	1.26606854031742e-08	1.91748243631991e-06	9.42016231434033
KCNC4	ENSG00000116396.14	gene	protein_coding	KCNC4	chr1	-0.593272590025931	3.37015814716987	-5.94525510315453	1.27674539533015e-08	1.91748243631991e-06	9.41602120514566
TSPAN8	ENSG00000127324.8	gene	protein_coding	TSPAN8	chr12	0.975895246892895	2.7295480848325	5.94525912397615	1.27671892484479e-08	1.91748243631991e-06	9.41173844466918
HPN	ENSG00000105707.13	gene	protein_coding	HPN	chr19	0.727966710067031	3.80710871700112	5.94108110136208	1.30451613650644e-08	1.92209895654013e-06	9.40342064858123
CDKN3	ENSG00000100526.19	gene	protein_coding	CDKN3	chr14	-0.429093095800295	2.24017299972682	-5.94123836851766	1.30345915574831e-08	1.92209895654013e-06	9.40322643797869
KB-1836B5.4	ENSG00000272128.1	gene	lincRNA	KB-1836B5.4	chr8	-0.675270630280718	1.90698465952145	-5.9407383791189	1.30682245489942e-08	1.92209895654013e-06	9.38927804710395
UGT8	ENSG00000174607.10	gene	protein_coding	UGT8	chr4	1.055302066954	6.80506260526417	5.9400569766358	1.31141975662007e-08	1.92209895654013e-06	9.38473682108241
INHBA-AS1	ENSG00000224116.6	gene	antisense	INHBA-AS1	chr7	-0.764728694351167	3.04796224965588	-5.93381857035792	1.35425199462256e-08	1.97299107959083e-06	9.36153673668936
SH2D5	ENSG00000189410.11	gene	protein_coding	SH2D5	chr1	-0.939955552205988	4.4291297338339	-5.93232192795622	1.36472975963604e-08	1.97642113404434e-06	9.34320989605205
SBF2-AS1	ENSG00000246273.6	gene	antisense	SBF2-AS1	chr11	-0.409728966076814	2.25849356413128	-5.92426872667292	1.42248604114649e-08	2.03582855182906e-06	9.3181132778941
FOLH1	ENSG00000086205.16	gene	protein_coding	FOLH1	chr11	0.976412392990805	5.82737181704193	5.92763392072155	1.39806605106047e-08	2.01271875871605e-06	9.31491409097944
SLC45A3	ENSG00000158715.5	gene	protein_coding	SLC45A3	chr1	1.04620072054469	5.1213411359133	5.922036195626	1.43891659351623e-08	2.04730062691519e-06	9.29011390920961
C2orf88	ENSG00000187699.10	gene	protein_coding	C2orf88	chr2	0.501543420720103	3.93908901600308	5.91279243953193	1.50894662161766e-08	2.12211972855247e-06	9.26675073540542
RP11-1246C19.1	ENSG00000273230.1	gene	lincRNA	RP11-1246C19.1	chr7	-0.460908781946585	3.33474017013445	-5.91296653738613	1.50759734985215e-08	2.12211972855247e-06	9.26285606377624
LINC01616	ENSG00000261340.1	gene	lincRNA	LINC01616	chr11	-0.87266163901653	2.92444818805402	-5.90667480927686	1.55711659943688e-08	2.15253675365337e-06	9.22765396085792
SLC9A7P1	ENSG00000227825.4	gene	transcribed_processed_pseudogene	SLC9A7P1	chr12	-0.516772962124507	1.69458346533766	-5.90388983774789	1.57954085009356e-08	2.17119937190826e-06	9.21895177900431
PLP1	ENSG00000123560.13	gene	protein_coding	PLP1	chrX	0.921653223736453	12.1070271781187	5.90762756941743	1.5495168622227e-08	2.15253675365337e-06	9.21829530249318
MCHR2	ENSG00000152034.10	gene	protein_coding	MCHR2	chr6	-0.72552308344704	0.935819298719392	-5.90911541656277	1.53772153793684e-08	2.15015890908065e-06	9.20172690914561
DNAJC5G	ENSG00000163793.12	gene	protein_coding	DNAJC5G	chr2	-0.725972568277488	1.50132924426761	-5.89909461165768	1.61889430519578e-08	2.21279204749513e-06	9.18739914237783
CBLN2	ENSG00000141668.9	gene	protein_coding	CBLN2	chr18	-0.813016475951708	3.19855119496819	-5.87720170320485	1.81110022122986e-08	2.44800379902902e-06	9.0902015944267
SPC24	ENSG00000161888.11	gene	protein_coding	SPC24	chr19	-0.466684941094419	1.39370239525389	-5.88137386092263	1.77282595257346e-08	2.40965672771577e-06	9.0846993421014
CDC42EP3	ENSG00000163171.7	gene	protein_coding	CDC42EP3	chr2	-0.447728158017969	3.07669517329346	-5.86630791782397	1.91488949017698e-08	2.57399233679591e-06	9.03963354084368
RP11-88E10.4	ENSG00000277159.1	gene	lincRNA	RP11-88E10.4	chr13	-0.407756020053327	1.76386523019513	-5.86393609539586	1.93824657458105e-08	2.59107358019544e-06	9.01549972945578
ERMN	ENSG00000136541.14	gene	protein_coding	ERMN	chr2	0.882466555684373	8.82247083354	5.85944726374546	1.98321686802074e-08	2.62237317385569e-06	9.01094881601792
CNDP1	ENSG00000150656.14	gene	protein_coding	CNDP1	chr18	0.994728507347524	7.05826015022656	5.86031192041423	1.97447585917003e-08	2.62237317385569e-06	8.99795355541864
DGKB	ENSG00000136267.13	gene	protein_coding	DGKB	chr7	-0.730554691617633	3.52832264366805	-5.85530024444934	2.02566904180275e-08	2.66402852903033e-06	8.96693930596029
LNX1	ENSG00000072201.13	gene	protein_coding	LNX1	chr4	-0.692841441988665	3.19166707594128	-5.85030635104959	2.07797151729346e-08	2.71812080729838e-06	8.95386888450907
KIAA2022	ENSG00000050030.13	gene	protein_coding	KIAA2022	chrX	-0.532234060603424	2.28563773110029	-5.84160195490895	2.17231093799991e-08	2.79641931859988e-06	8.92745204318439
C1QL3	ENSG00000165985.9	gene	protein_coding	C1QL3	chr10	-1.24328630880187	3.17010111309429	-5.84576278660116	2.12670392434303e-08	2.76698965129765e-06	8.92574978923699
MAMLD1	ENSG00000013619.13	gene	protein_coding	MAMLD1	chrX	-0.435062010320331	4.23706483229605	-5.84275583533192	2.159568211599e-08	2.79480290362786e-06	8.90086052333686
FAM65A	ENSG00000039523.19	gene	protein_coding	FAM65A	chr16	-0.455416255407581	6.15118270539784	-5.83866369530852	2.20509226552149e-08	2.80889501676114e-06	8.89333987315726
MGAT5B	ENSG00000167889.12	gene	protein_coding	MGAT5B	chr17	-0.934186392915245	4.54845499511035	-5.84013841484015	2.18857920179832e-08	2.80253326209228e-06	8.89112779031794
ENPP2	ENSG00000136960.12	gene	protein_coding	ENPP2	chr8	0.976632472950398	7.75900868133247	5.83614895398497	2.23353244656411e-08	2.83030439713046e-06	8.8909368291106
MMP24	ENSG00000125966.9	gene	protein_coding	MMP24	chr20	-0.621713297328396	3.72555102665133	-5.83444102436495	2.25305235856844e-08	2.84024683336633e-06	8.86398526218655
EVI2A	ENSG00000126860.11	gene	protein_coding	EVI2A	chr17	0.958149470035224	7.23648191916425	5.83004234717174	2.3040963378739e-08	2.87480327694728e-06	8.85121297625112
LITAF	ENSG00000189067.12	gene	protein_coding	LITAF	chr16	0.571293153843734	5.92083674475283	5.83229231251982	2.27784712227829e-08	2.85670208685726e-06	8.84925174993284
LDLRAP1	ENSG00000157978.11	gene	protein_coding	LDLRAP1	chr1	0.825885948876806	4.81570227081655	5.82843368761818	2.32304492371194e-08	2.88365729560773e-06	8.83724599643
PTCHD1	ENSG00000165186.11	gene	protein_coding	PTCHD1	chrX	-0.542046449433071	1.86780277470083	-5.82398655764653	2.37622483596408e-08	2.90520353060332e-06	8.83142126819292
MYO1D	ENSG00000176658.16	gene	protein_coding	MYO1D	chr17	0.736086986419476	4.35637690062522	5.82470882351759	2.36750752261276e-08	2.90520353060332e-06	8.824651772382
CDR2L	ENSG00000109089.7	gene	protein_coding	CDR2L	chr17	0.64732775625281	5.64447857730808	5.82598790238646	2.35214649609727e-08	2.90496062182978e-06	8.81832046889322
CDON	ENSG00000064309.14	gene	protein_coding	CDON	chr11	-0.423071457499807	1.84162557246469	-5.82041332560491	2.41981555283018e-08	2.94370562001791e-06	8.81062533013391
ARPP21	ENSG00000172995.16	gene	protein_coding	ARPP21	chr3	-0.734346560274739	4.39422314797682	-5.81920893516841	2.4346836916854e-08	2.94705742381621e-06	8.78633711311363
SLC22A15	ENSG00000163393.12	gene	protein_coding	SLC22A15	chr1	0.52589367392547	4.61220303056149	5.81683509012078	2.46425075906183e-08	2.95345916098396e-06	8.77894007100844
OPRK1	ENSG00000082556.10	gene	protein_coding	OPRK1	chr8	-0.638648336043074	1.64410804657737	-5.81524935671326	2.48419696733373e-08	2.96277020662891e-06	8.77845478915547
CIT	ENSG00000122966.15	gene	protein_coding	CIT	chr12	-0.626012333714944	5.20454813284187	-5.81706523040523	2.46136897758948e-08	2.95345916098396e-06	8.77772400260765
ISLR2	ENSG00000167178.15	gene	protein_coding	ISLR2	chr15	-0.702806959481247	2.73554737790449	-5.81213290620016	2.52385852444019e-08	2.9953891658356e-06	8.771826201365
HPCAL1	ENSG00000115756.12	gene	protein_coding	HPCAL1	chr2	-0.691339665304883	5.6247679400121	-5.80814463663323	2.57551964840025e-08	3.04186374007661e-06	8.74157526048424
MAG	ENSG00000105695.14	gene	protein_coding	MAG	chr19	1.08991017997015	8.77146466325575	5.80165650513226	2.6617797741764e-08	3.10603864646135e-06	8.73252073302017
TMEM63A	ENSG00000196187.11	gene	protein_coding	TMEM63A	chr1	0.976889863252789	5.90558467228358	5.80296422947683	2.6441691825476e-08	3.10603864646135e-06	8.70753249682801
CDHR2	ENSG00000074276.10	gene	protein_coding	CDHR2	chr5	-0.436561380684449	1.39204481965402	-5.80024466964624	2.68092114984333e-08	3.10603864646135e-06	8.70066672708201
FAM84A	ENSG00000162981.13	gene	protein_coding	FAM84A	chr2	-0.563135412554187	4.04330714825597	-5.80037961913644	2.67908572955566e-08	3.10603864646135e-06	8.69608034096788
ANKRD30B	ENSG00000180777.13	gene	protein_coding	ANKRD30B	chr18	-0.612116156723044	1.2905008155937	-5.7941016909193	2.76578520504461e-08	3.18917317719125e-06	8.67518330774372
UPP2	ENSG00000007001.12	gene	protein_coding	UPP2	chr2	-0.551525360858321	2.77611381597098	-5.78676356050831	2.87060747743035e-08	3.25080795822693e-06	8.66378362739363
DLGAP2	ENSG00000198010.12	gene	protein_coding	DLGAP2	chr8	-0.576575827051039	2.84775324537314	-5.78810756160757	2.8511226823644e-08	3.25080795822693e-06	8.66013188686478
ZFR2	ENSG00000105278.10	gene	protein_coding	ZFR2	chr19	-0.619289357605314	3.89166779488932	-5.79106123545003	2.80875477579465e-08	3.22344357052282e-06	8.65330408126177
MYLK4	ENSG00000145949.9	gene	protein_coding	MYLK4	chr6	-0.368784535147849	1.95374156290541	-5.78620083305939	2.87880429229631e-08	3.25080795822693e-06	8.6510338386697
CDC42EP2	ENSG00000149798.4	gene	protein_coding	CDC42EP2	chr11	0.652136337075793	4.97497690423008	5.7857051104268	2.88604405662564e-08	3.25080795822693e-06	8.62304962207931
SMAD3	ENSG00000166949.15	gene	protein_coding	SMAD3	chr15	-0.47217210796943	4.61731717939574	-5.78188258346314	2.94247110009498e-08	3.29909317351663e-06	8.60262970707941
NPY1R	ENSG00000164128.6	gene	protein_coding	NPY1R	chr4	-1.01423886271471	3.52396808799771	-5.77905481968637	2.9849064570182e-08	3.32053610799878e-06	8.59601227916523
FGFR2	ENSG00000066468.22	gene	protein_coding	FGFR2	chr10	0.627214448063627	6.30483494225951	5.77879126179165	2.98889193445019e-08	3.32053610799878e-06	8.59346189330688
TFR2	ENSG00000106327.12	gene	protein_coding	TFR2	chr7	-0.656618227316761	3.09344747562297	-5.77301873970514	3.07749953709233e-08	3.38803455825595e-06	8.59259410106246
SSH1	ENSG00000084112.14	gene	protein_coding	SSH1	chr12	-0.330289929930298	3.83431045030176	-5.77515975418514	3.04433957478932e-08	3.36676281157382e-06	8.58279141842017
PRR5L	ENSG00000135362.13	gene	protein_coding	PRR5L	chr11	0.647892910464245	3.65301485285809	5.76837082535266	3.15070629187363e-08	3.44666678188194e-06	8.57252818529951
RP6-191P20.4	ENSG00000236064.1	gene	antisense	RP6-191P20.4	chrX	-0.585443670080464	2.01120688880922	-5.76682906252429	3.17536369618714e-08	3.44666678188194e-06	8.55968533701026
ZFPM1	ENSG00000179588.8	gene	protein_coding	ZFPM1	chr16	-0.52199640518186	3.2851117875142	-5.7645922829154	3.21147219239447e-08	3.44666678188194e-06	8.55117161449177
SPDEF	ENSG00000124664.10	gene	protein_coding	SPDEF	chr6	-0.516447648120006	2.21549241210987	-5.76357538730037	3.22802044342164e-08	3.44666678188194e-06	8.54999236922823
PPP1R14A	ENSG00000167641.10	gene	protein_coding	PPP1R14A	chr19	0.905234417566597	7.94757864380508	5.76381174252905	3.2241667430615e-08	3.44666678188194e-06	8.54138612526102
NLRP3	ENSG00000162711.16	gene	protein_coding	NLRP3	chr1	-0.437459777724798	2.52221592211595	-5.75867218132654	3.30898898532243e-08	3.47015956952132e-06	8.52691139676868
MVB12B	ENSG00000196814.14	gene	protein_coding	MVB12B	chr9	0.541818562132361	6.26724843954247	5.76216524800389	3.25110608424899e-08	3.44666678188194e-06	8.51784744093432
CTA-250D10.19	ENSG00000224883.1	gene	antisense	CTA-250D10.19	chr22	-0.516352057537337	1.03538387895414	-5.76173057592657	3.25825466433558e-08	3.44666678188194e-06	8.51539089101656
BTBD9	ENSG00000183826.16	gene	protein_coding	BTBD9	chr6	-0.600719260999869	4.73228782402056	-5.76193312231892	3.25492169379876e-08	3.44666678188194e-06	8.50960756508171
TMEM206	ENSG00000065600.12	gene	protein_coding	TMEM206	chr1	0.673430102681955	5.45294160212729	5.76199366357787	3.25392611371109e-08	3.44666678188194e-06	8.50710211948796
ADAMTS7P1	ENSG00000274376.4	gene	transcribed_unprocessed_pseudogene	ADAMTS7P1	chr15	-0.460361933044779	1.59349482231499	-5.75602329666957	3.35355355905373e-08	3.50180077647113e-06	8.50072279199269
LDB3	ENSG00000122367.19	gene	protein_coding	LDB3	chr10	0.793046209624621	4.83037072610929	5.75889428874602	3.30527868768709e-08	3.47015956952132e-06	8.49798973217264
VLDLR	ENSG00000147852.15	gene	protein_coding	VLDLR	chr9	0.385295087185557	3.8405294767124	5.75332756710406	3.39950844853191e-08	3.51957619373538e-06	8.48324267653206
DBNDD2	ENSG00000244274.7	gene	protein_coding	DBNDD2	chr20	0.769859669019219	9.53445516272687	5.74764464041628	3.49841271486298e-08	3.60662632850069e-06	8.47722898212052
FNTB	ENSG00000257365.7	gene	protein_coding	FNTB	chr14	0.480651915172479	5.23510522231736	5.75408568686595	3.38652270875221e-08	3.51957619373538e-06	8.46821347684469
TUBA8	ENSG00000183785.14	gene	protein_coding	TUBA8	chr22	-0.667208578370202	2.16226423150777	-5.74557146489712	3.53518941265307e-08	3.61751466351155e-06	8.46741495921859
NPY5R	ENSG00000164129.11	gene	protein_coding	NPY5R	chr4	-0.489025658389396	1.83063359759167	-5.74235727946969	3.59295509793966e-08	3.62724471090755e-06	8.44917146396945
GRK2	ENSG00000173020.10	gene	protein_coding	GRK2	chr11	-0.524755242699167	7.62225047061161	-5.74237452743246	3.59264266732016e-08	3.62724471090755e-06	8.44629054051323
SLC13A3	ENSG00000158296.13	gene	protein_coding	SLC13A3	chr20	0.572290632653099	4.21494035895662	5.74434315412858	3.55715677699943e-08	3.6211558319831e-06	8.44091089316763
UTS2R	ENSG00000181408.3	gene	protein_coding	UTS2R	chr17	-0.575017965650246	0.952022598886232	-5.74537402933063	3.53871142587649e-08	3.61751466351155e-06	8.41768396858999
MKL2	ENSG00000186260.16	gene	protein_coding	MKL2	chr16	-0.737719914640947	4.99965161801293	-5.74092538781738	3.6189852914805e-08	3.6384261215587e-06	8.41344021344846
KB-1517D11.4	ENSG00000272321.1	gene	antisense	KB-1517D11.4	chr8	-0.851449149346124	2.1723341390358	-5.73242685332626	3.77731525853414e-08	3.78197861070517e-06	8.40021999329437
HPN-AS1	ENSG00000227392.1	gene	antisense	HPN-AS1	chr19	0.889933646392692	3.70290276324203	5.73101072425527	3.80434801602811e-08	3.79343390286737e-06	8.39607221894873
SYN3	ENSG00000185666.14	gene	protein_coding	SYN3	chr22	-0.382686804042554	2.43753469892703	-5.7277997211312	3.86634575123e-08	3.81872298070542e-06	8.38118712017937
RP11-87E22.2	ENSG00000248738.6	gene	antisense	RP11-87E22.2	chr8	-0.773239765157391	1.3946238994141	-5.72579688272284	3.90551520866641e-08	3.83149939624411e-06	8.37004949003379
KCNJ13	ENSG00000115474.6	gene	protein_coding	KCNJ13	chr2	0.866906436463475	1.65988906597122	5.72775471744448	3.86722165611463e-08	3.81872298070542e-06	8.35307019896645
PKNOX2	ENSG00000165495.15	gene	protein_coding	PKNOX2	chr11	-0.526930877084152	4.03880765172916	-5.72726341645622	3.87679644979137e-08	3.81872298070542e-06	8.34383245232095
DCLK3	ENSG00000163673.7	gene	protein_coding	DCLK3	chr3	-0.686628245092349	1.50085727175662	-5.71869431253222	4.04757093009596e-08	3.95491569193713e-06	8.33961483035269
HTR5A-AS1	ENSG00000220575.7	gene	antisense	HTR5A-AS1	chr7	-0.839097099910143	2.62368550288037	-5.71219303997537	4.18201836888699e-08	4.06994027660081e-06	8.30505101486178
AC091878.1	ENSG00000215196.4	gene	antisense	AC091878.1	chr5	-0.491187600214333	2.12036080293277	-5.70904315941605	4.24871812549852e-08	4.11837896387964e-06	8.29455443909591
FAM183A	ENSG00000186973.10	gene	protein_coding	FAM183A	chr1	1.82666161290981	3.54219049139629	5.70361215577696	4.36617056933765e-08	4.21543372825337e-06	8.26796991305851
MOBP	ENSG00000168314.17	gene	protein_coding	MOBP	chr3	0.924587522040859	9.35375685409758	5.69812097927487	4.48814782718009e-08	4.25985511815672e-06	8.24032361611728
LRRTM4	ENSG00000176204.13	gene	protein_coding	LRRTM4	chr2	-0.490030012453816	2.56721348521984	-5.69634758625029	4.5282473129587e-08	4.25985511815672e-06	8.23155849138136
NIPAL4	ENSG00000172548.14	gene	protein_coding	NIPAL4	chr5	0.890216749924806	3.40290457084165	5.69529341435954	4.55224961249793e-08	4.25985511815672e-06	8.22677803233449
PCDHB14	ENSG00000120327.6	gene	protein_coding	PCDHB14	chr5	-0.276966519840236	3.17686702693716	-5.69662372144398	4.52198049053808e-08	4.25985511815672e-06	8.22618584851121
FAM124A	ENSG00000150510.16	gene	protein_coding	FAM124A	chr13	0.680279062251496	4.79361995626221	5.70007778722141	4.44430357888173e-08	4.25985511815672e-06	8.21724433702705
SERTAD4-AS1	ENSG00000203706.8	gene	antisense	SERTAD4-AS1	chr1	0.701849778064079	3.94439290818073	5.69564210690728	4.5442965535816e-08	4.25985511815672e-06	8.21647608503503
KLHL34	ENSG00000185915.5	gene	protein_coding	KLHL34	chrX	-0.484251994848764	1.48472488431168	-5.69441317784617	4.57238678652181e-08	4.26230538375768e-06	8.21297857783302
SLC6A9	ENSG00000196517.11	gene	protein_coding	SLC6A9	chr1	0.817929989629449	5.02048718319514	5.69775081630221	4.49648909953366e-08	4.25985511815672e-06	8.19999418172125
GJC2	ENSG00000198835.3	gene	protein_coding	GJC2	chr1	0.826006488111643	5.46419262528833	5.69749373767675	4.50229103299255e-08	4.25985511815672e-06	8.19732441212514
GINS1	ENSG00000101003.9	gene	protein_coding	GINS1	chr20	-0.337711611905372	1.90791412064513	-5.68884672182302	4.70176079605672e-08	4.36617710565114e-06	8.1878883117368
PRR19	ENSG00000188368.9	gene	protein_coding	PRR19	chr19	-0.442647742502763	2.1136721883203	-5.68433925825435	4.8091361177073e-08	4.41635638585829e-06	8.17718294372854
SLC47A2	ENSG00000180638.17	gene	protein_coding	SLC47A2	chr17	1.88950678131507	3.16394743718086	5.68354499526471	4.82830343175158e-08	4.41635638585829e-06	8.17375514012261
SLC27A6	ENSG00000113396.12	gene	protein_coding	SLC27A6	chr5	1.01069564856448	2.20708863084576	5.68354081808183	4.82840443336747e-08	4.41635638585829e-06	8.1625244113493
